epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,123.917,2.14505,2.59229,1.69707,0.64028,0.24862,0.32157,0.11516,2.09237,5.89474,1.71449,0.000658333,0.000658333,0.000658333
